date,nominal,real
2018-06-01,20653.518,27252.747
2018-07-01,20726.124,27309.288
2018-08-01,20798.73,27365.828
2018-09-01,20838.442,27378.749
2018-10-01,20878.155,27391.67
2018-11-01,20917.867,27404.59
2018-12-01,20982.445,27461.621
2019-01-01,21047.022,27518.652
2019-02-01,21111.6,27575.682
2019-03-01,21207.046,27652.448
2019-04-01,21302.492,27729.214
2019-05-01,21397.938,27805.979
2019-06-01,21504.349,27914.423
2019-07-01,21610.76,28022.866
2019-08-01,21717.171,28131.31
2019-09-01,21789.186,28195.25
2019-10-01,21861.202,28259.191
2019-11-01,21933.217,28323.131
2019-12-01,21872.557,28198.856
2020-01-01,21811.898,28074.582
2020-02-01,21751.238,27950.307
2020-03-01,21153.589,27216.446
2020-04-01,20555.94,26482.584
2020-05-01,19958.291,25748.722
2020-06-01,20540.34,26414.951
2020-07-01,21122.388,27081.18
2020-08-01,21704.437,27747.41
2020-09-01,21832.011,27852.25
2020-10-01,21959.586,27957.09
2020-11-01,22087.16,28061.931
2020-12-01,22285.004,28192.495
2021-01-01,22482.849,28323.059
2021-02-01,22680.693,28453.624
2021-03-01,22929.099,28615.04
2021-04-01,23177.504,28776.457
2021-05-01,23425.91,28937.874
2021-06-01,23611.4,29017.458
2021-07-01,23796.889,29097.042
2021-08-01,23982.379,29176.626
2021-09-01,24259.453,29343.493
2021-10-01,24536.526,29510.359
2021-11-01,24813.6,29677.226
2021-12-01,24959.182,29652.02
2022-01-01,25104.765,29626.814
2022-02-01,25250.347,29601.609
2022-03-01,25453.995,29617.055
2022-04-01,25657.644,29632.502
2022-05-01,25861.292,29647.949
2022-06-01,26019.629,29719.292
2022-07-01,26177.967,29790.635
2022-08-01,26336.304,29861.977
2022-09-01,26481.041,29930.684
2022-10-01,26625.777,29999.39
2022-11-01,26770.514,30068.097
2022-12-01,26919.158,30140.646
2023-01-01,27067.801,30213.196
2023-02-01,27216.445,30285.745
2023-03-01,27320.982,30349.13
2023-04-01,27425.518,30412.516
2023-05-01,27530.055,30475.901
2023-06-01,27711.652,30593.091
2023-07-01,27893.249,30710.282
2023-08-01,28074.846,30827.473
2023-09-01,28191.471,30914.206
2023-10-01,28308.097,31000.94
2023-11-01,28424.722,31087.674
2023-12-01,28519.202,31109.421
2024-01-01,28613.681,31131.168
2024-02-01,28708.161,31152.915
2024-03-01,28854.455,31244.867
2024-04-01,29000.75,31336.818
2024-05-01,29147.044,31428.77
2024-06-01,29268.584,31515.176
2024-07-01,29390.124,31601.582
2024-08-01,29511.664,31687.987
2024-09-01,29616.17,31736.562
2024-10-01,29720.676,31785.137
2024-11-01,29825.182,31833.712
2024-12-01,29897.492,31816.467
2025-01-01,29969.803,31799.222
2025-02-01,30042.113,31781.977
2025-03-01,30189.985,31882.197
2025-04-01,30337.857,31982.416
2025-05-01,30485.729,32082.635
2025-06-01,30689.828,32197.742
2025-07-01,30893.928,32312.848
2025-08-01,31098.027,32427.955
2025-09-01,31206.193,32440.964
2025-10-01,31314.36,32453.972
2025-11-01,31422.526,32466.98
2025-12-01,31570.258,32523.068
2026-01-01,31717.989,32579.155
2026-02-01,31865.721,32635.242
2026-03-01,32072.503,32675.369
2026-04-01,32279.284,32715.496
2026-05-01,32486.066,32755.623
2026-06-01,32680.498,32882.998
2026-07-01,32874.929,33010.373
2026-08-01,33069.361,33137.748
2026-09-01,33266.111,33266.111
