DATE,ALL,CORE
2006-01-01,4.018789144050117,2.1105527638190846
2006-02-01,3.63825363825363,2.106318956870612
2006-03-01,3.4179181771103018,2.0989505247376306
2006-04-01,3.613835828600931,2.29770229770232
2006-05-01,3.9772727272727293,2.44389027431422
2006-06-01,4.1817243159525175,2.6420737786640114
2006-07-01,4.104669061056954,2.6879044300647026
2006-08-01,3.926568077511483,2.8344107409249197
2006-09-01,2.012072434607637,2.930948832588176
2006-10-01,1.4063284781516971,2.7722772277227747
2006-11-01,1.9687026754164672,2.6172839506172885
2006-12-01,2.5239777889954462,2.6134122287968298
2007-01-01,2.075765178123423,2.657480314960625
2007-02-01,2.420260782347028,2.71856581532417
2007-03-01,2.798197295943927,2.5051395007342103
2007-04-01,2.5929247633283525,2.4155273437499902
2007-05-01,2.709885742672613,2.267770204479058
2007-06-01,2.692765113974227,2.181641573579407
2007-07-01,2.3178905864958077,2.1682016480853106
2007-08-01,1.897448478900876,2.0884912959380886
2007-09-01,2.8338264299802685,2.101351351351366
2007-10-01,3.610698365527476,2.1565510597302495
2007-11-01,4.373267326732666,2.3387872954764077
2007-12-01,4.108813392417532,2.4353676117251366
2008-01-01,4.294695655165981,2.4789069990412305
2008-02-01,4.142959270611968,2.29708083295479
2008-03-01,3.9749035501344343,2.388524386633417
2008-04-01,3.9037609759888126,2.294669292051843
2008-05-01,4.088413823123993,2.3222157689781087
2008-06-01,4.935966105947864,2.3917259211376996
2008-07-01,5.497512078341837,2.463313612274831
2008-08-01,5.308017162091239,2.4981171756213394
2008-09-01,4.953319875136075,2.4386208722122937
2008-10-01,3.7310578899565128,2.2213629955157854
2008-11-01,1.0999174706166848,2.015893915169764
2008-12-01,-0.02222800255385904,1.7624596562335837
2009-01-01,-0.11358601902212717,1.6723503187990874
2009-02-01,0.008463140671510772,1.800980653363804
2009-03-01,-0.4464787676623838,1.7876130957932945
2009-04-01,-0.5763244243767063,1.93232662192393
2009-05-01,-1.015761495855172,1.8461309413034588
2009-06-01,-1.2291746182109153,1.7119726678550107
2009-07-01,-1.9587610037622771,1.5270992984974363
2009-08-01,-1.4838355663267633,1.4339650543224725
2009-09-01,-1.377942862886472,1.4798373886199645
2009-10-01,-0.22396829420033848,1.7127331771131127
2009-11-01,1.9145871744709275,1.714243571010421
2009-12-01,2.8141231232083674,1.8236717759594345
2010-01-01,2.6211113889767157,1.5123351706495702
2010-02-01,2.151336357866529,1.3494526888039982
2010-03-01,2.2861714393279886,1.1592051426555505
2010-04-01,2.2067707525304403,0.9675088932173947
2010-05-01,2.003548929218568,0.9401381427474931
2010-06-01,1.1215605940686268,0.9501989849939774
2010-07-01,1.3407784804821077,0.9577539302116689
2010-08-01,1.1501775395112546,0.9171009950067255
2010-09-01,1.1183122472331775,0.8143870498363182
2010-10-01,1.1666951489314625,0.6027183550187942
2010-11-01,1.084544776600338,0.672056411046551
2010-12-01,1.437793022217937,0.6618948664665503
2011-01-01,1.7007834915029774,0.9835337415527112
2011-02-01,2.124898173333145,1.124445592146106
2011-03-01,2.619241510354109,1.2097851736773357
2011-04-01,3.0772344447868694,1.3155392125784537
2011-05-01,3.4589718808964998,1.4540961794335727
2011-06-01,3.5023181506360412,1.5836776766096738
2011-07-01,3.5798809769996165,1.741483445742964
2011-08-01,3.75499603070808,1.9651571719433658
2011-09-01,3.812621692818685,1.9877227562006272
2011-10-01,3.5222681306640524,2.1079204796465634
2011-11-01,3.451432214581729,2.138204538395394
2011-12-01,3.062066838419386,2.276662633858506
2012-01-01,3.0087663379855023,2.2773481506083826
2012-02-01,2.8981784423473878,2.1598204405657295
2012-03-01,2.5828752813320977,2.2483374654291177
2012-04-01,2.2731633741348567,2.314427851801515
2012-05-01,1.7379429374660749,2.252258280361308
2012-06-01,1.653870448297634,2.192285611289857
2012-07-01,1.4175114798464783,2.109955687378462
2012-08-01,1.6859349154821235,1.9352524993137443
2012-09-01,1.9497168982819613,2.0082434834909124
2012-10-01,2.1556780595369363,1.9946491483669337
2012-11-01,1.7960197033926262,1.9528512686261434
2012-12-01,1.7595049796895523,1.8996943778720743
2013-01-01,1.6546554191062102,1.916384716316255
2013-02-01,2.0391627870310014,2.003648578720729
2013-03-01,1.5261770837430744,1.8916482112063315
2013-04-01,1.1379353977319706,1.7177431685633682
2013-05-01,1.400445099316605,1.6752172547377153
2013-06-01,1.6847245803504274,1.6296276940898968
2013-07-01,1.880659696399678,1.6936991781536737
2013-08-01,1.4809627780339119,1.7716834684862848
2013-09-01,1.132826872713899,1.7337281441435204
2013-10-01,0.8979528402075498,1.6742849227785905
2013-11-01,1.2419513165462304,1.728266977910331
2013-12-01,1.5145683134317522,1.7304995145107416
2014-01-01,1.629017494775753,1.625445651986701
2014-02-01,1.1532931304590432,1.5593092092535343
2014-03-01,1.5837347556381998,1.6481958762886606
2014-04-01,2.0172997691926042,1.8227343592298384
2014-05-01,2.1197330067783238,1.9393814574537593
2014-06-01,2.0032361623933737,1.9167398710175032
2014-07-01,1.9472796053055408,1.8523507151561702
2014-08-01,1.6856460786120575,1.7361466762265687
2014-09-01,1.6496027941377722,1.734865208090075
2014-10-01,1.6207566383419358,1.8114708036033544
2014-11-01,1.2801072949457648,1.7188774816426333
2014-12-01,0.6675954209855783,1.619615245932926
2015-01-01,-0.2005225481657602,1.6485960876031047
2015-02-01,-0.07765029362842846,1.6958049358675842
2015-03-01,0.004661451491227986,1.75205060916086
2015-04-01,-0.11417890565862399,1.8073991589372618
2015-05-01,0.024912174030533585,1.716445551889012
2015-06-01,0.1645368288268667,1.7587601644817097
2015-07-01,0.19037671002088974,1.7980914956947425
2015-08-01,0.23392453720876283,1.83488547696955
2015-09-01,-0.008000471606739445,1.8933602536767458
2015-10-01,0.12041801049236245,1.9117948374848925
2015-11-01,0.4364915358597843,2.025291072928037
2015-12-01,0.6585128443861388,2.098909218419309
2016-01-01,1.3592266072971704,2.218331874452928
2016-02-01,0.984759373049271,2.334787458998666
2016-03-01,0.8852107513485752,2.1924305287333468
2016-04-01,1.1460578066985194,2.1341033948443444
2016-05-01,1.0430957697844079,2.219629068699258
2016-06-01,1.0205585905087577,2.2179893480317903
2016-07-01,0.850022700902997,2.1548168921148303
2016-08-01,1.0840541438369211,2.3056262718637033
2016-09-01,1.490312338135391,2.2187141570982893
2016-10-01,1.640929888305731,2.171353074647442
2016-11-01,1.6989078449568318,2.1468260305215425
2016-12-01,2.0916895806530222,2.220941119710851
2017-01-01,2.54172511402484,2.26357082273112
2017-02-01,2.795532530444733,2.2184709878175335
2017-03-01,2.383252547484438,2.003966479992836
2017-04-01,2.1974986187151435,1.8883079057428143
2017-05-01,1.8733132243213158,1.7419219029575883
2017-06-01,1.6460836717505645,1.7130915279175651
2017-07-01,1.7299018749635353,1.6991986435477502
2017-08-01,1.9306207854768775,1.6867256423368504
